paper_id,title,topic,topic_type,source,evidence,confidence,tfidf_score,doc_frequency
paper47,RMGAP: Benchmarking the Generalization of Reward Models across Diverse Preferences,Safety and Bias,controlled,controlled_abstract,safety,0.82,,
paper47,RMGAP: Benchmarking the Generalization of Reward Models across Diverse Preferences,Reasoning,controlled,controlled_abstract,reasoning,0.82,,
paper48,The Compliance Gap: Why AI Systems Promise to Follow Process Instructions but Don't,Large Language Models,controlled,controlled_abstract,llm,0.82,,
paper48,The Compliance Gap: Why AI Systems Promise to Follow Process Instructions but Don't,LLM Evaluation,controlled,controlled_abstract,benchmark,0.82,,
paper49,Only Say What You Know: Calibration-Aware Generation for Long-Form Factuality,Hallucination Detection,controlled,controlled_title,factuality,0.95,,
paper49,Only Say What You Know: Calibration-Aware Generation for Long-Form Factuality,Reasoning,controlled,controlled_abstract,reasoning,0.82,,
paper50,Less is More: Geometric Unlearning for LLMs with Minimal Data Disclosure,Large Language Models,controlled,controlled_title,llms,0.95,,
paper50,Less is More: Geometric Unlearning for LLMs with Minimal Data Disclosure,Safety and Bias,controlled,controlled_abstract,alignment,0.82,,
paper51,EGAD: Entropy-Guided Adaptive Distillation for Token-Level Knowledge Transfer,Large Language Models,controlled,controlled_abstract,llms,0.82,,
paper51,EGAD: Entropy-Guided Adaptive Distillation for Token-Level Knowledge Transfer,Token Level,discovered,extracted_keyphrase,token level,0.76,0.5336,7.0
paper51,EGAD: Entropy-Guided Adaptive Distillation for Token-Level Knowledge Transfer,Knowledge Transfer,discovered,extracted_keyphrase,knowledge transfer,0.76,0.3126,4.0
paper51,EGAD: Entropy-Guided Adaptive Distillation for Token-Level Knowledge Transfer,Adaptive Distillation,discovered,extracted_keyphrase,adaptive distillation,0.72,0.3731,1.0
paper51,EGAD: Entropy-Guided Adaptive Distillation for Token-Level Knowledge Transfer,Knowledge Distillation,discovered,extracted_keyphrase,knowledge distillation,0.69,0.3005,3.0
paper51,EGAD: Entropy-Guided Adaptive Distillation for Token-Level Knowledge Transfer,Typically Treat,discovered,extracted_keyphrase,typically treat,0.69,0.1732,2.0
paper52,TCDA: Thread-Constrained Discourse-Aware Modeling for Conversational Sentiment Quadruple Analysis,LLM Evaluation,controlled,controlled_abstract,benchmark,0.82,,
paper52,TCDA: Thread-Constrained Discourse-Aware Modeling for Conversational Sentiment Quadruple Analysis,Embeddings,controlled,controlled_abstract,embedding,0.82,,
paper53,The Reasoning Trap: An Information-Theoretic Bound on Closed-System Multi-Step LLM Reasoning,Large Language Models,controlled,controlled_title,llm,0.95,,
paper53,The Reasoning Trap: An Information-Theoretic Bound on Closed-System Multi-Step LLM Reasoning,Reasoning,controlled,controlled_title,reasoning,0.95,,
paper53,The Reasoning Trap: An Information-Theoretic Bound on Closed-System Multi-Step LLM Reasoning,Hallucination Detection,controlled,controlled_abstract,faithfulness,0.82,,
paper54,BIM Information Extraction Through LLM-based Adaptive Exploration,Large Language Models,controlled,controlled_title,llm,0.95,,
paper54,BIM Information Extraction Through LLM-based Adaptive Exploration,Question Answering,controlled,controlled_abstract,question answering,0.82,,
paper54,BIM Information Extraction Through LLM-based Adaptive Exploration,LLM Evaluation,controlled,controlled_abstract,benchmark,0.82,,
paper55,GRAVITY: Architecture-Agnostic Structured Anchoring for Long-Horizon Conversational Memory,Large Language Models,controlled,controlled_abstract,llm,0.82,,
paper55,GRAVITY: Architecture-Agnostic Structured Anchoring for Long-Horizon Conversational Memory,Reasoning,controlled,controlled_abstract,reasoning,0.82,,
paper56,MultiBreak: A Scalable and Diverse Multi-turn Jailbreak Benchmark for Evaluating LLM Safety,Large Language Models,controlled,controlled_title,llm,0.95,,
paper56,MultiBreak: A Scalable and Diverse Multi-turn Jailbreak Benchmark for Evaluating LLM Safety,LLM Evaluation,controlled,controlled_title,benchmark,0.95,,
paper56,MultiBreak: A Scalable and Diverse Multi-turn Jailbreak Benchmark for Evaluating LLM Safety,Safety and Bias,controlled,controlled_title,safety,0.95,,
paper57,Beyond Perplexity: Character Distribution Signatures and the MDTA Benchmark for AI Text Detection,LLM Evaluation,controlled,controlled_title,benchmark,0.95,,
paper57,Beyond Perplexity: Character Distribution Signatures and the MDTA Benchmark for AI Text Detection,Ai Text Detection,discovered,extracted_keyphrase,ai text detection,0.76,0.3176,2.0
paper57,Beyond Perplexity: Character Distribution Signatures and the MDTA Benchmark for AI Text Detection,Ai Text,discovered,extracted_keyphrase,ai text,0.76,0.3176,2.0
paper57,Beyond Perplexity: Character Distribution Signatures and the MDTA Benchmark for AI Text Detection,Text Detection,discovered,extracted_keyphrase,text detection,0.76,0.2867,4.0
paper57,Beyond Perplexity: Character Distribution Signatures and the MDTA Benchmark for AI Text Detection,Mdta Benchmark,discovered,extracted_keyphrase,mdta benchmark,0.72,0.3422,1.0
paper57,Beyond Perplexity: Character Distribution Signatures and the MDTA Benchmark for AI Text Detection,Face Fundamental,discovered,extracted_keyphrase,face fundamental,0.69,0.1588,2.0
paper58,Prosa: Rubric-Based Evaluation of LLMs on Real User Chats in Brazilian Portuguese,Large Language Models,controlled,controlled_title,llms,0.95,,
paper58,Prosa: Rubric-Based Evaluation of LLMs on Real User Chats in Brazilian Portuguese,LLM Evaluation,controlled,controlled_abstract,benchmark,0.82,,
paper58,Prosa: Rubric-Based Evaluation of LLMs on Real User Chats in Brazilian Portuguese,Safety and Bias,controlled,controlled_abstract,bias,0.82,,
paper59,Where Do Prompt Perturbations Break Generation? A Segment-Level View of Robustness in LoRA-Tuned Language Models,Fine-Tuning,controlled,controlled_title,lora,0.95,,
paper59,Where Do Prompt Perturbations Break Generation? A Segment-Level View of Robustness in LoRA-Tuned Language Models,Large Language Models,controlled,controlled_abstract,large language models,0.82,,
paper60,Fine-Tuning Pre-Trained Code Models for AI-Generated Code Detection,Fine-Tuning,controlled,controlled_title,fine tuning,0.95,,
paper60,Fine-Tuning Pre-Trained Code Models for AI-Generated Code Detection,Generated Code,discovered,extracted_keyphrase,generated code,0.72,0.3938,1.0
paper60,Fine-Tuning Pre-Trained Code Models for AI-Generated Code Detection,Ai Generated,discovered,extracted_keyphrase,ai generated,0.72,0.3938,1.0
paper60,Fine-Tuning Pre-Trained Code Models for AI-Generated Code Detection,Ai Generated Code,discovered,extracted_keyphrase,ai generated code,0.72,0.3938,1.0
paper60,Fine-Tuning Pre-Trained Code Models for AI-Generated Code Detection,Pre Trained Code Models,discovered,extracted_keyphrase,pre trained code models,0.72,0.2625,1.0
paper60,Fine-Tuning Pre-Trained Code Models for AI-Generated Code Detection,Pre Trained Code,discovered,extracted_keyphrase,pre trained code,0.72,0.2625,1.0
paper61,Automated Interpretability and Feature Discovery in Language Models with Agents,Large Language Models,controlled,controlled_abstract,large language models,0.82,,
paper61,Automated Interpretability and Feature Discovery in Language Models with Agents,Safety and Bias,controlled,controlled_abstract,safety,0.82,,
paper62,"Santos Santos3, Neguine Rezaii4, Sergi Valero5,6, Yonghua Huang7, Huan Li8, Hong Jiang9,10, Yongjun Peng11,",Machine Translation,controlled,controlled_abstract,translation,0.82,,
paper62,"Santos Santos3, Neguine Rezaii4, Sergi Valero5,6, Yonghua Huang7, Huan Li8, Hong Jiang9,10, Yongjun Peng11,",10 Yongjun,discovered,extracted_keyphrase,10 yongjun,0.72,0.1429,1.0
paper62,"Santos Santos3, Neguine Rezaii4, Sergi Valero5,6, Yonghua Huang7, Huan Li8, Hong Jiang9,10, Yongjun Peng11,",Rezaii4 Sergi Valero5,discovered,extracted_keyphrase,rezaii4 sergi valero5,0.72,0.1429,1.0
paper62,"Santos Santos3, Neguine Rezaii4, Sergi Valero5,6, Yonghua Huang7, Huan Li8, Hong Jiang9,10, Yongjun Peng11,",Rezaii4 Sergi,discovered,extracted_keyphrase,rezaii4 sergi,0.72,0.1429,1.0
paper62,"Santos Santos3, Neguine Rezaii4, Sergi Valero5,6, Yonghua Huang7, Huan Li8, Hong Jiang9,10, Yongjun Peng11,",Jiang9 10,discovered,extracted_keyphrase,jiang9 10,0.72,0.1429,1.0
paper62,"Santos Santos3, Neguine Rezaii4, Sergi Valero5,6, Yonghua Huang7, Huan Li8, Hong Jiang9,10, Yongjun Peng11,",Jiang9 10 Yongjun,discovered,extracted_keyphrase,jiang9 10 yongjun,0.72,0.1429,1.0
paper63,FT-RAG: A Fine-grained Retrieval-Augmented Generation Framework for Complex Table Reasoning,Retrieval-Augmented Generation,controlled,controlled_title,rag,0.95,,
paper63,FT-RAG: A Fine-grained Retrieval-Augmented Generation Framework for Complex Table Reasoning,Reasoning,controlled,controlled_title,reasoning,0.95,,
paper63,FT-RAG: A Fine-grained Retrieval-Augmented Generation Framework for Complex Table Reasoning,Large Language Models,controlled,controlled_abstract,llms,0.82,,
paper63,FT-RAG: A Fine-grained Retrieval-Augmented Generation Framework for Complex Table Reasoning,Information Retrieval,controlled,controlled_abstract,information retrieval,0.82,,
paper63,FT-RAG: A Fine-grained Retrieval-Augmented Generation Framework for Complex Table Reasoning,Question Answering,controlled,controlled_abstract,question answering,0.82,,
paper63,FT-RAG: A Fine-grained Retrieval-Augmented Generation Framework for Complex Table Reasoning,LLM Evaluation,controlled,controlled_abstract,benchmark,0.82,,
paper64,ReMedi: Reasoner for Medical Clinical Prediction,Retrieval-Augmented Generation,controlled,controlled_abstract,rag,0.82,,
paper64,ReMedi: Reasoner for Medical Clinical Prediction,Large Language Models,controlled,controlled_abstract,llms,0.82,,
paper64,ReMedi: Reasoner for Medical Clinical Prediction,Instruction Tuning,controlled,controlled_abstract,supervised fine tuning,0.82,,
paper64,ReMedi: Reasoner for Medical Clinical Prediction,Fine-Tuning,controlled,controlled_abstract,fine tuning,0.82,,
paper65,"William Guey¹, Wei Zhang¹, Pierrick Bougault¹, Yi Wang¹, Bertan Ucar¹, Vitor D.",Large Language Models,controlled,controlled_abstract,llm,0.82,,
paper65,"William Guey¹, Wei Zhang¹, Pierrick Bougault¹, Yi Wang¹, Bertan Ucar¹, Vitor D.",Text Classification,controlled,controlled_abstract,classification task,0.82,,
paper65,"William Guey¹, Wei Zhang¹, Pierrick Bougault¹, Yi Wang¹, Bertan Ucar¹, Vitor D.",Safety and Bias,controlled,controlled_abstract,safety,0.82,,
paper65,"William Guey¹, Wei Zhang¹, Pierrick Bougault¹, Yi Wang¹, Bertan Ucar¹, Vitor D.",Multilingual NLP,controlled,controlled_abstract,cross lingual,0.82,,
paper66,Artificial intelligence language technologies in multilingual healthcare: Grand challenges ahead,Multilingual NLP,controlled,controlled_title,multilingual,0.95,,
paper66,Artificial intelligence language technologies in multilingual healthcare: Grand challenges ahead,Large Language Models,controlled,controlled_abstract,llms,0.82,,
paper66,Artificial intelligence language technologies in multilingual healthcare: Grand challenges ahead,Machine Translation,controlled,controlled_abstract,translation,0.82,,
paper66,Artificial intelligence language technologies in multilingual healthcare: Grand challenges ahead,Safety and Bias,controlled,controlled_abstract,safety,0.82,,
paper67,Hallucinations Undermine Trust; Metacognition is a Way Forward,Hallucination Detection,controlled,controlled_title,hallucinations,0.95,,
paper67,Hallucinations Undermine Trust; Metacognition is a Way Forward,Large Language Models,controlled,controlled_abstract,llms,0.82,,
paper67,Hallucinations Undermine Trust; Metacognition is a Way Forward,Question Answering,controlled,controlled_abstract,question answering,0.82,,
paper68,Medmarks: A Comprehensive Open-Source LLM Benchmark Suite for Medical Tasks,Large Language Models,controlled,controlled_title,llm,0.95,,
paper68,Medmarks: A Comprehensive Open-Source LLM Benchmark Suite for Medical Tasks,LLM Evaluation,controlled,controlled_title,benchmark,0.95,,
paper68,Medmarks: A Comprehensive Open-Source LLM Benchmark Suite for Medical Tasks,Question Answering,controlled,controlled_abstract,question answering,0.82,,
paper68,Medmarks: A Comprehensive Open-Source LLM Benchmark Suite for Medical Tasks,Safety and Bias,controlled,controlled_abstract,bias,0.82,,
paper68,Medmarks: A Comprehensive Open-Source LLM Benchmark Suite for Medical Tasks,Reasoning,controlled,controlled_abstract,reasoning,0.82,,
paper69,Injecting Distributional Awareness into MLLMs via Reinforcement Learning for Deep Imbalanced Regression,Large Language Models,controlled,controlled_abstract,large language models,0.82,,
paper69,Injecting Distributional Awareness into MLLMs via Reinforcement Learning for Deep Imbalanced Regression,Instruction Tuning,controlled,controlled_abstract,supervised fine tuning,0.82,,
paper69,Injecting Distributional Awareness into MLLMs via Reinforcement Learning for Deep Imbalanced Regression,Fine-Tuning,controlled,controlled_abstract,fine tuning,0.82,,
paper69,Injecting Distributional Awareness into MLLMs via Reinforcement Learning for Deep Imbalanced Regression,Safety and Bias,controlled,controlled_abstract,bias,0.82,,
paper69,Injecting Distributional Awareness into MLLMs via Reinforcement Learning for Deep Imbalanced Regression,Low-Resource NLP,controlled,controlled_abstract,few shot,0.82,,
paper70,Verbal-R3: Verbal Reranker as the Missing Bridge between Retrieval and Reasoning,Reranking,controlled,controlled_title,reranker,0.95,,
paper70,Verbal-R3: Verbal Reranker as the Missing Bridge between Retrieval and Reasoning,Reasoning,controlled,controlled_title,reasoning,0.95,,
paper70,Verbal-R3: Verbal Reranker as the Missing Bridge between Retrieval and Reasoning,Retrieval-Augmented Generation,controlled,controlled_abstract,rag,0.82,,
paper70,Verbal-R3: Verbal Reranker as the Missing Bridge between Retrieval and Reasoning,Large Language Models,controlled,controlled_abstract,llm,0.82,,
paper70,Verbal-R3: Verbal Reranker as the Missing Bridge between Retrieval and Reasoning,Question Answering,controlled,controlled_abstract,question answering,0.82,,
paper71,MemORAI: Memory Organization and Retrieval via Adaptive Graph Intelligence for LLM Conversational Agents,Large Language Models,controlled,controlled_title,llm,0.95,,
paper71,MemORAI: Memory Organization and Retrieval via Adaptive Graph Intelligence for LLM Conversational Agents,LLM Agents,controlled,controlled_abstract,llm agents,0.82,,
paper72,A framework for analyzing concept representations in neural models,Text Speech,discovered,extracted_keyphrase,text speech,0.69,0.2278,2.0
paper72,A framework for analyzing concept representations in neural models,Abstract Understanding,discovered,extracted_keyphrase,abstract understanding,0.69,0.2153,3.0
paper72,A framework for analyzing concept representations in neural models,Prior Work,discovered,extracted_keyphrase,prior work,0.69,0.1977,4.0
paper73,MTA: Multi-Granular Trajectory Alignment for Large Language Model Distillation,Large Language Models,controlled,controlled_title,large language model,0.95,,
paper73,MTA: Multi-Granular Trajectory Alignment for Large Language Model Distillation,Safety and Bias,controlled,controlled_title,alignment,0.95,,
paper74,Focus on the Core: Empowering Diffusion Large Language Models by Self-Contrast,Large Language Models,controlled,controlled_title,large language models,0.95,,
paper74,Focus on the Core: Empowering Diffusion Large Language Models by Self-Contrast,Reasoning,controlled,controlled_abstract,reasoning,0.82,,
paper75,Embedding-based In-Context Prompt Training for Enhancing LLMs as Text Encoders,Large Language Models,controlled,controlled_title,llms,0.95,,
paper75,Embedding-based In-Context Prompt Training for Enhancing LLMs as Text Encoders,Embeddings,controlled,controlled_title,embedding,0.95,,
paper75,Embedding-based In-Context Prompt Training for Enhancing LLMs as Text Encoders,LLM Evaluation,controlled,controlled_abstract,benchmark,0.82,,
paper76,On Stable Long-Form Generation: Benchmarking and Mitigating Length Volatility,LLM Evaluation,controlled,controlled_title,benchmarking,0.95,,
paper76,On Stable Long-Form Generation: Benchmarking and Mitigating Length Volatility,Large Language Models,controlled,controlled_abstract,llms,0.82,,
paper77,LLM Output Detectability and Task Performance Can be Jointly Optimized,Large Language Models,controlled,controlled_title,llm,0.95,,
paper77,LLM Output Detectability and Task Performance Can be Jointly Optimized,Question Answering,controlled,controlled_abstract,qa,0.82,,
paper77,LLM Output Detectability and Task Performance Can be Jointly Optimized,Text Summarization,controlled,controlled_abstract,summarization,0.82,,
paper78,MAD-OPD: Breaking the Ceiling in On-Policy Distillation via Multi-Agent Debate,Code Generation,controlled,controlled_abstract,code generation,0.82,,
paper78,MAD-OPD: Breaking the Ceiling in On-Policy Distillation via Multi-Agent Debate,Multi Agent,discovered,extracted_keyphrase,multi agent,0.76,0.2051,7.0
paper78,MAD-OPD: Breaking the Ceiling in On-Policy Distillation via Multi-Agent Debate,Mad Opd,discovered,extracted_keyphrase,mad opd,0.72,0.5435,1.0
paper78,MAD-OPD: Breaking the Ceiling in On-Policy Distillation via Multi-Agent Debate,Policy Distillation,discovered,extracted_keyphrase,policy distillation,0.72,0.4076,1.0
paper78,MAD-OPD: Breaking the Ceiling in On-Policy Distillation via Multi-Agent Debate,Agent Debate,discovered,extracted_keyphrase,agent debate,0.72,0.2523,1.0
paper78,MAD-OPD: Breaking the Ceiling in On-Policy Distillation via Multi-Agent Debate,Multi Agent Debate,discovered,extracted_keyphrase,multi agent debate,0.72,0.2523,1.0
paper79,"A Multi-View Media Profiling Suite: Resources, Evaluation, and Analysis",Large Language Models,controlled,controlled_abstract,llm,0.82,,
paper79,"A Multi-View Media Profiling Suite: Resources, Evaluation, and Analysis",Hallucination Detection,controlled,controlled_abstract,factuality,0.82,,
paper79,"A Multi-View Media Profiling Suite: Resources, Evaluation, and Analysis",Safety and Bias,controlled,controlled_abstract,bias,0.82,,
paper79,"A Multi-View Media Profiling Suite: Resources, Evaluation, and Analysis",Embeddings,controlled,controlled_abstract,embedding,0.82,,
paper80,"Rongyang Wang1, Shuang Zhou2,*, Jiashuo Wang3, Wenya Xie4, Xiaoxia Che1,*",Large Language Models,controlled,controlled_abstract,large language models,0.82,,
paper80,"Rongyang Wang1, Shuang Zhou2,*, Jiashuo Wang3, Wenya Xie4, Xiaoxia Che1,*",LLM Evaluation,controlled,controlled_abstract,benchmark,0.82,,
paper80,"Rongyang Wang1, Shuang Zhou2,*, Jiashuo Wang3, Wenya Xie4, Xiaoxia Che1,*",Safety and Bias,controlled,controlled_abstract,safety,0.82,,
paper81,Creating and Evaluating Figurative Language Dataset for Sindhi,Fine-Tuning,controlled,controlled_abstract,fine tuning,0.82,,
paper81,Creating and Evaluating Figurative Language Dataset for Sindhi,LLM Evaluation,controlled,controlled_abstract,benchmark,0.82,,
paper81,Creating and Evaluating Figurative Language Dataset for Sindhi,Low-Resource NLP,controlled,controlled_abstract,few shot,0.82,,
paper82,Benchmarking LightGBM and BiLSTM for Sentiment Analysis on Indonesian E-Commerce Reviews,Sentiment Analysis,controlled,controlled_title,sentiment analysis,0.95,,
paper82,Benchmarking LightGBM and BiLSTM for Sentiment Analysis on Indonesian E-Commerce Reviews,LLM Evaluation,controlled,controlled_title,benchmarking,0.95,,
paper82,Benchmarking LightGBM and BiLSTM for Sentiment Analysis on Indonesian E-Commerce Reviews,Text Classification,controlled,controlled_abstract,classification task,0.82,,
paper83,Sentiment Analysis of Mobile Legends App Reviews Using Machine Learning and LSTM-Based Deep Learning Models,Sentiment Analysis,controlled,controlled_title,sentiment analysis,0.95,,
paper83,Sentiment Analysis of Mobile Legends App Reviews Using Machine Learning and LSTM-Based Deep Learning Models,Text Classification,controlled,controlled_abstract,text classification,0.82,,
paper84,Enhancing Game Review Sentiment Classification on Steam Platform with Attention-Based BiLSTM,Sentiment Analysis,controlled,controlled_abstract,sentiment analysis,0.82,,
paper84,Enhancing Game Review Sentiment Classification on Steam Platform with Attention-Based BiLSTM,Attention Mechanism,discovered,extracted_keyphrase,attention mechanism,0.69,0.3797,3.0
paper84,Enhancing Game Review Sentiment Classification on Steam Platform with Attention-Based BiLSTM,Deep Learning Bilstm,discovered,extracted_keyphrase,deep learning bilstm,0.69,0.1459,2.0
paper84,Enhancing Game Review Sentiment Classification on Steam Platform with Attention-Based BiLSTM,Term Memory Bilstm,discovered,extracted_keyphrase,term memory bilstm,0.69,0.1459,2.0
paper84,Enhancing Game Review Sentiment Classification on Steam Platform with Attention-Based BiLSTM,Short Term Memory Bilstm,discovered,extracted_keyphrase,short term memory bilstm,0.69,0.1459,2.0
paper84,Enhancing Game Review Sentiment Classification on Steam Platform with Attention-Based BiLSTM,Experimental Results Proposed,discovered,extracted_keyphrase,experimental results proposed,0.69,0.1459,2.0
paper85,Beyond Semantic Relevance: Counterfactual Risk Minimization for Robust Retrieval-Augmented Generation,Retrieval-Augmented Generation,controlled,controlled_title,retrieval augmented generation,0.95,,
paper85,Beyond Semantic Relevance: Counterfactual Risk Minimization for Robust Retrieval-Augmented Generation,Large Language Models,controlled,controlled_abstract,llm,0.82,,
paper85,Beyond Semantic Relevance: Counterfactual Risk Minimization for Robust Retrieval-Augmented Generation,Information Retrieval,controlled,controlled_abstract,information retrieval,0.82,,
paper85,Beyond Semantic Relevance: Counterfactual Risk Minimization for Robust Retrieval-Augmented Generation,Question Answering,controlled,controlled_abstract,question answering,0.82,,
paper85,Beyond Semantic Relevance: Counterfactual Risk Minimization for Robust Retrieval-Augmented Generation,Hallucination Detection,controlled,controlled_abstract,hallucinations,0.82,,
paper85,Beyond Semantic Relevance: Counterfactual Risk Minimization for Robust Retrieval-Augmented Generation,Safety and Bias,controlled,controlled_abstract,safety,0.82,,
paper86,Addressing Data Scarcity in Bangla Fake News Detection: An LLM-Based Dataset Augmentation Approach,Large Language Models,controlled,controlled_title,llm,0.95,,
paper86,Addressing Data Scarcity in Bangla Fake News Detection: An LLM-Based Dataset Augmentation Approach,Text Classification,controlled,controlled_abstract,text classification,0.82,,
paper86,Addressing Data Scarcity in Bangla Fake News Detection: An LLM-Based Dataset Augmentation Approach,Multilingual NLP,controlled,controlled_abstract,multilingual,0.82,,
paper86,Addressing Data Scarcity in Bangla Fake News Detection: An LLM-Based Dataset Augmentation Approach,Low-Resource NLP,controlled,controlled_abstract,low resource,0.82,,
paper87,GIFT: Guided Fine-Tuning and Transfer for Enhancing Instruction-Tuned Language Models,Fine-Tuning,controlled,controlled_title,fine tuning,0.95,,
paper87,GIFT: Guided Fine-Tuning and Transfer for Enhancing Instruction-Tuned Language Models,Instruction Tuning,controlled,controlled_abstract,instruction following,0.82,,
paper88,Lost in the Tower of Babel: The Adverse Effects of Incidental Multilingualism in LLMs,Large Language Models,controlled,controlled_title,llms,0.95,,
paper88,Lost in the Tower of Babel: The Adverse Effects of Incidental Multilingualism in LLMs,Multilingual NLP,controlled,controlled_abstract,multilingual,0.82,,
paper89,SRA: Span Representation Alignment for Large Language Model Distillation,Large Language Models,controlled,controlled_title,large language model,0.95,,
paper89,SRA: Span Representation Alignment for Large Language Model Distillation,Safety and Bias,controlled,controlled_title,alignment,0.95,,
paper90,Compute Optimal Tokenization,Compute Optimal,discovered,extracted_keyphrase,compute optimal,0.76,0.3802,2.0
paper90,Compute Optimal Tokenization,Systematically Investigate,discovered,extracted_keyphrase,systematically investigate,0.69,0.1267,2.0
paper90,Compute Optimal Tokenization,Languages English,discovered,extracted_keyphrase,languages english,0.69,0.1198,3.0
paper90,Compute Optimal Tokenization,Scaling Laws,discovered,extracted_keyphrase,scaling laws,0.69,0.1144,4.0
paper91,Quantifying and Predicting Disagreement in Graded Human Ratings,Human Ratings,discovered,extracted_keyphrase,human ratings,0.72,0.7849,1.0
paper91,Quantifying and Predicting Disagreement in Graded Human Ratings,Human Annotators,discovered,extracted_keyphrase,human annotators,0.69,0.3643,2.0
paper91,Quantifying and Predicting Disagreement in Graded Human Ratings,Hate Speech,discovered,extracted_keyphrase,hate speech,0.69,0.3443,3.0
paper92,Component-Aware Self-Speculative Decoding in Hybrid Language Models,Speculative Decoding,discovered,extracted_keyphrase,speculative decoding,0.76,0.4522,3.0
paper92,Component-Aware Self-Speculative Decoding in Hybrid Language Models,Self Speculative,discovered,extracted_keyphrase,self speculative,0.72,0.3436,1.0
paper92,Component-Aware Self-Speculative Decoding in Hybrid Language Models,Component Aware,discovered,extracted_keyphrase,component aware,0.72,0.2577,1.0
paper92,Component-Aware Self-Speculative Decoding in Hybrid Language Models,Self Speculative Decoding,discovered,extracted_keyphrase,self speculative decoding,0.72,0.2577,1.0
paper92,Component-Aware Self-Speculative Decoding in Hybrid Language Models,Component Aware Self Speculative,discovered,extracted_keyphrase,component aware self speculative,0.72,0.1718,1.0
paper92,Component-Aware Self-Speculative Decoding in Hybrid Language Models,Component Aware Self,discovered,extracted_keyphrase,component aware self,0.72,0.1718,1.0
paper93,Interpretable Difficulty-Aware Knowledge Tracing in Tutor-Student Dialogues,Large Language Models,controlled,controlled_abstract,llm,0.82,,
paper93,Interpretable Difficulty-Aware Knowledge Tracing in Tutor-Student Dialogues,Tutor Student,discovered,extracted_keyphrase,tutor student,0.72,0.3294,1.0
paper93,Interpretable Difficulty-Aware Knowledge Tracing in Tutor-Student Dialogues,Exist Ing,discovered,extracted_keyphrase,exist ing,0.69,0.1529,2.0
paper93,Interpretable Difficulty-Aware Knowledge Tracing in Tutor-Student Dialogues,Student Knowledge,discovered,extracted_keyphrase,student knowledge,0.69,0.1529,2.0
paper93,Interpretable Difficulty-Aware Knowledge Tracing in Tutor-Student Dialogues,Assess Student,discovered,extracted_keyphrase,assess student,0.69,0.1529,2.0
paper93,Interpretable Difficulty-Aware Knowledge Tracing in Tutor-Student Dialogues,Latent Representations,discovered,extracted_keyphrase,latent representations,0.69,0.1529,2.0
paper94,Teaching LLMs Brazilian Healthcare: Injecting Knowledge from Official Clinical Guidelines,Large Language Models,controlled,controlled_title,llms,0.95,,
paper94,Teaching LLMs Brazilian Healthcare: Injecting Knowledge from Official Clinical Guidelines,Retrieval-Augmented Generation,controlled,controlled_abstract,rag,0.82,,
paper94,Teaching LLMs Brazilian Healthcare: Injecting Knowledge from Official Clinical Guidelines,Question Answering,controlled,controlled_abstract,qa,0.82,,
paper94,Teaching LLMs Brazilian Healthcare: Injecting Knowledge from Official Clinical Guidelines,LLM Evaluation,controlled,controlled_abstract,benchmark,0.82,,
paper95,Controlled Paraphrase Geometry in Sentence Embedding Space: Local Manifold Modeling and Latent Probing,Embeddings,controlled,controlled_title,embedding,0.95,,
paper95,Controlled Paraphrase Geometry in Sentence Embedding Space: Local Manifold Modeling and Latent Probing,Embedding Space,discovered,extracted_keyphrase,embedding space,0.72,0.2665,1.0
paper95,Controlled Paraphrase Geometry in Sentence Embedding Space: Local Manifold Modeling and Latent Probing,Sentence Embedding Space,discovered,extracted_keyphrase,sentence embedding space,0.72,0.2665,1.0
paper95,Controlled Paraphrase Geometry in Sentence Embedding Space: Local Manifold Modeling and Latent Probing,Sentence Embedding,discovered,extracted_keyphrase,sentence embedding,0.72,0.2665,1.0
paper95,Controlled Paraphrase Geometry in Sentence Embedding Space: Local Manifold Modeling and Latent Probing,Latent Probing,discovered,extracted_keyphrase,latent probing,0.72,0.2665,1.0
paper95,Controlled Paraphrase Geometry in Sentence Embedding Space: Local Manifold Modeling and Latent Probing,Manifold Modeling,discovered,extracted_keyphrase,manifold modeling,0.72,0.1998,1.0
paper96,A Systematic Exploration of Text Decomposition and Budget Distribution in Differentially Private Text Obfuscation,Reasoning,controlled,controlled_abstract,reasoning,0.82,,
paper96,A Systematic Exploration of Text Decomposition and Budget Distribution in Differentially Private Text Obfuscation,Text Obfuscation,discovered,extracted_keyphrase,text obfuscation,0.72,0.562,1.0
paper96,A Systematic Exploration of Text Decomposition and Budget Distribution in Differentially Private Text Obfuscation,Text Decomposition,discovered,extracted_keyphrase,text decomposition,0.72,0.562,1.0
paper96,A Systematic Exploration of Text Decomposition and Budget Distribution in Differentially Private Text Obfuscation,Significantly Different,discovered,extracted_keyphrase,significantly different,0.69,0.2608,2.0
paper96,A Systematic Exploration of Text Decomposition and Budget Distribution in Differentially Private Text Obfuscation,Trade Offs,discovered,extracted_keyphrase,trade offs,0.69,0.2608,2.0
paper96,A Systematic Exploration of Text Decomposition and Budget Distribution in Differentially Private Text Obfuscation,Word Level,discovered,extracted_keyphrase,word level,0.69,0.2465,3.0
paper97,Compared to What? Baselines and Metrics for Counterfactual Prompting,Prompt Engineering,controlled,controlled_title,prompting,0.95,,
paper97,Compared to What? Baselines and Metrics for Counterfactual Prompting,Large Language Models,controlled,controlled_abstract,llm,0.82,,
